Date,Year,Month,Day,Radiation
1/2/1984,1984,1,2,619
1/3/1984,1984,1,3,4378
1/4/1984,1984,1,4,3845
1/5/1984,1984,1,5,2236
1/6/1984,1984,1,6,3406
1/7/1984,1984,1,7,3762
1/8/1984,1984,1,8,4298
1/9/1984,1984,1,9,3632
1/10/1984,1984,1,10,1854
1/11/1984,1984,1,11,5047
1/12/1984,1984,1,12,5184
1/13/1984,1984,1,13,4172
1/14/1984,1984,1,14,1940
1/15/1984,1984,1,15,5594
1/16/1984,1984,1,16,4615
1/17/1984,1984,1,17,1127
1/18/1984,1984,1,18,4558
1/19/1984,1984,1,19,5274
1/20/1984,1984,1,20,835
1/21/1984,1984,1,21,1897
1/22/1984,1984,1,22,2300
1/23/1984,1984,1,23,2578
1/24/1984,1984,1,24,2056
1/25/1984,1984,1,25,1760
1/26/1984,1984,1,26,2743
1/27/1984,1984,1,27,2772
1/28/1984,1984,1,28,5180
1/29/1984,1984,1,29,2686
1/30/1984,1984,1,30,2174
1/31/1984,1984,1,31,4349
2/1/1984,1984,2,1,5213
2/2/1984,1984,2,2,954
2/3/1984,1984,2,3,3686
2/4/1984,1984,2,4,3546
2/5/1984,1984,2,5,2459
2/6/1984,1984,2,6,5522
2/7/1984,1984,2,7,2488
2/8/1984,1984,2,8,5310
2/9/1984,1984,2,9,1501
2/10/1984,1984,2,10,1292
2/11/1984,1984,2,11,6962
2/12/1984,1984,2,12,5274
2/13/1984,1984,2,13,7009
2/14/1984,1984,2,14,5562
2/15/1984,1984,2,15,4763
2/16/1984,1984,2,16,7164
2/17/1984,1984,2,17,5821
2/18/1984,1984,2,18,5677
2/19/1984,1984,2,19,5915
2/20/1984,1984,2,20,5810
2/21/1984,1984,2,21,7002
2/22/1984,1984,2,22,6786
2/23/1984,1984,2,23,2563
2/24/1984,1984,2,24,1987
2/25/1984,1984,2,25,2455
2/26/1984,1984,2,26,5958
2/27/1984,1984,2,27,5202
2/28/1984,1984,2,28,3049
2/29/1984,1984,2,29,5108
3/1/1984,1984,3,1,10505
3/2/1984,1984,3,2,2974
3/3/1984,1984,3,3,2171
3/4/1984,1984,3,4,2538
3/5/1984,1984,3,5,4795
3/6/1984,1984,3,6,3568
3/7/1984,1984,3,7,2632
3/8/1984,1984,3,8,11012
3/9/1984,1984,3,9,5738
3/10/1984,1984,3,10,7038
3/11/1984,1984,3,11,3870
3/12/1984,1984,3,12,1307
3/13/1984,1984,3,13,5281
3/14/1984,1984,3,14,11963
3/15/1984,1984,3,15,10771
3/16/1984,1984,3,16,8334
3/17/1984,1984,3,17,8741
3/18/1984,1984,3,18,10267
3/19/1984,1984,3,19,14368
3/20/1984,1984,3,20,14087
3/21/1984,1984,3,21,13860
3/22/1984,1984,3,22,12064
3/23/1984,1984,3,23,12982
3/24/1984,1984,3,24,12906
3/25/1984,1984,3,25,12002
3/26/1984,1984,3,26,10991
3/27/1984,1984,3,27,10109
3/28/1984,1984,3,28,10494
3/29/1984,1984,3,29,15728
3/30/1984,1984,3,30,1728
3/31/1984,1984,3,31,10526
4/1/1984,1984,4,1,14324
4/2/1984,1984,4,2,4694
4/3/1984,1984,4,3,7988
4/4/1984,1984,4,4,1706
4/5/1984,1984,4,5,11930
4/6/1984,1984,4,6,15088
4/7/1984,1984,4,7,11786
4/8/1984,1984,4,8,10526
4/9/1984,1984,4,9,2228
4/10/1984,1984,4,10,8957
4/11/1984,1984,4,11,10494
4/12/1984,1984,4,12,10159
4/13/1984,1984,4,13,4079
4/14/1984,1984,4,14,16448
4/15/1984,1984,4,15,21193
4/16/1984,1984,4,16,20851
4/17/1984,1984,4,17,4079
4/18/1984,1984,4,18,16704
4/19/1984,1984,4,19,20236
4/20/1984,1984,4,20,21499
4/21/1984,1984,4,21,10325
4/22/1984,1984,4,22,15433
4/23/1984,1984,4,23,13482
4/24/1984,1984,4,24,10793
4/25/1984,1984,4,25,21614
4/26/1984,1984,4,26,11210
4/27/1984,1984,4,27,14339
4/28/1984,1984,4,28,13007
4/29/1984,1984,4,29,17129
4/30/1984,1984,4,30,12413
5/1/1984,1984,5,1,4266
5/2/1984,1984,5,2,12542
5/3/1984,1984,5,3,17096
5/4/1984,1984,5,4,23548
5/5/1984,1984,5,5,12463
5/6/1984,1984,5,6,14044
5/7/1984,1984,5,7,4756
5/8/1984,1984,5,8,10022
5/9/1984,1984,5,9,15718
5/10/1984,1984,5,10,17053
5/11/1984,1984,5,11,2351
5/12/1984,1984,5,12,2365
5/13/1984,1984,5,13,2876
5/14/1984,1984,5,14,5155
5/15/1984,1984,5,15,16956
5/16/1984,1984,5,16,14951
5/17/1984,1984,5,17,26946
5/18/1984,1984,5,18,23116
5/19/1984,1984,5,19,22432
5/20/1984,1984,5,20,24242
5/21/1984,1984,5,21,8060
5/22/1984,1984,5,22,19314
5/23/1984,1984,5,23,13932
5/24/1984,1984,5,24,13903
5/25/1984,1984,5,25,13061
5/26/1984,1984,5,26,16538
5/27/1984,1984,5,27,21751
5/28/1984,1984,5,28,9238
5/29/1984,1984,5,29,5551
5/30/1984,1984,5,30,10595
5/31/1984,1984,5,31,22352
6/1/1984,1984,6,1,25168
6/2/1984,1984,6,2,24574
6/3/1984,1984,6,3,23249
6/4/1984,1984,6,4,16477
6/5/1984,1984,6,5,23778
6/6/1984,1984,6,6,15012
6/7/1984,1984,6,7,17348
6/8/1984,1984,6,8,10800
6/9/1984,1984,6,9,14897
6/10/1984,1984,6,10,13493
6/11/1984,1984,6,11,17903
6/12/1984,1984,6,12,21823
6/13/1984,1984,6,13,25420
6/14/1984,1984,6,14,11110
6/15/1984,1984,6,15,10843
6/16/1984,1984,6,16,8629
6/17/1984,1984,6,17,14767
6/18/1984,1984,6,18,24210
6/19/1984,1984,6,19,25024
6/20/1984,1984,6,20,18446
6/21/1984,1984,6,21,22961
6/22/1984,1984,6,22,10076
6/23/1984,1984,6,23,13064
6/24/1984,1984,6,24,17154
6/25/1984,1984,6,25,14792
6/26/1984,1984,6,26,7729
6/27/1984,1984,6,27,19012
6/28/1984,1984,6,28,22064
6/29/1984,1984,6,29,8168
6/30/1984,1984,6,30,21071
7/1/1984,1984,7,1,16369
7/2/1984,1984,7,2,8003
7/3/1984,1984,7,3,11484
7/4/1984,1984,7,4,14659
7/5/1984,1984,7,5,8777
7/6/1984,1984,7,6,6959
7/7/1984,1984,7,7,19062
7/8/1984,1984,7,8,24869
7/9/1984,1984,7,9,27428
7/10/1984,1984,7,10,25711
7/11/1984,1984,7,11,25783
7/12/1984,1984,7,12,24001
7/13/1984,1984,7,13,23616
7/14/1984,1984,7,14,23422
7/15/1984,1984,7,15,9558
7/16/1984,1984,7,16,12377
7/17/1984,1984,7,17,12647
7/18/1984,1984,7,18,3499
7/19/1984,1984,7,19,18590
7/20/1984,1984,7,20,16070
7/21/1984,1984,7,21,17003
7/22/1984,1984,7,22,17316
7/23/1984,1984,7,23,18058
7/24/1984,1984,7,24,18515
7/25/1984,1984,7,25,15944
7/26/1984,1984,7,26,20138
7/27/1984,1984,7,27,6167
7/28/1984,1984,7,28,10955
7/29/1984,1984,7,29,7416
7/30/1984,1984,7,30,21895
7/31/1984,1984,7,31,22151
8/1/1984,1984,8,1,21031
8/2/1984,1984,8,2,5958
8/3/1984,1984,8,3,24894
8/4/1984,1984,8,4,24250
8/5/1984,1984,8,5,22540
8/6/1984,1984,8,6,10368
8/7/1984,1984,8,7,4291
8/8/1984,1984,8,8,8456
8/9/1984,1984,8,9,14990
8/10/1984,1984,8,10,11106
8/11/1984,1984,8,11,19170
8/12/1984,1984,8,12,5260
8/13/1984,1984,8,13,14548
8/14/1984,1984,8,14,20740
8/15/1984,1984,8,15,15959
8/16/1984,1984,8,16,14796
8/17/1984,1984,8,17,12024
8/18/1984,1984,8,18,15491
8/19/1984,1984,8,19,15635
8/20/1984,1984,8,20,20632
8/21/1984,1984,8,21,17510
8/22/1984,1984,8,22,18446
8/23/1984,1984,8,23,17118
8/24/1984,1984,8,24,17384
8/25/1984,1984,8,25,15905
8/26/1984,1984,8,26,4093
8/27/1984,1984,8,27,13727
8/28/1984,1984,8,28,20732
8/29/1984,1984,8,29,20171
8/30/1984,1984,8,30,14504
8/31/1984,1984,8,31,16873
9/1/1984,1984,9,1,16124
9/2/1984,1984,9,2,6181
9/3/1984,1984,9,3,18893
9/4/1984,1984,9,4,14065
9/5/1984,1984,9,5,12899
9/6/1984,1984,9,6,3010
9/7/1984,1984,9,7,7664
9/8/1984,1984,9,8,11084
9/9/1984,1984,9,9,6595
9/10/1984,1984,9,10,7114
9/11/1984,1984,9,11,8291
9/12/1984,1984,9,12,4284
9/13/1984,1984,9,13,16870
9/14/1984,1984,9,14,15599
9/15/1984,1984,9,15,10404
9/16/1984,1984,9,16,1717
9/17/1984,1984,9,17,3028
9/18/1984,1984,9,18,8845
9/19/1984,1984,9,19,10192
9/20/1984,1984,9,20,13795
9/21/1984,1984,9,21,3161
9/22/1984,1984,9,22,2380
9/23/1984,1984,9,23,12920
9/24/1984,1984,9,24,2531
9/25/1984,1984,9,25,8536
9/26/1984,1984,9,26,5807
9/27/1984,1984,9,27,4439
9/28/1984,1984,9,28,4838
9/29/1984,1984,9,29,9943
9/30/1984,1984,9,30,10955
10/1/1984,1984,10,1,10825
10/2/1984,1984,10,2,8086
10/3/1984,1984,10,3,10786
10/4/1984,1984,10,4,6192
10/5/1984,1984,10,5,9331
10/6/1984,1984,10,6,12413
10/7/1984,1984,10,7,6034
10/8/1984,1984,10,8,5465
10/9/1984,1984,10,9,4298
10/10/1984,1984,10,10,4622
10/11/1984,1984,10,11,11380
10/12/1984,1984,10,12,1634
10/13/1984,1984,10,13,11574
10/14/1984,1984,10,14,7794
10/15/1984,1984,10,15,4280
10/16/1984,1984,10,16,5609
10/17/1984,1984,10,17,11261
10/18/1984,1984,10,18,9799
10/19/1984,1984,10,19,9389
10/20/1984,1984,10,20,7938
10/21/1984,1984,10,21,7654
10/22/1984,1984,10,22,9540
10/23/1984,1984,10,23,3287
10/24/1984,1984,10,24,1498
10/25/1984,1984,10,25,7970
10/26/1984,1984,10,26,6689
10/27/1984,1984,10,27,2552
10/28/1984,1984,10,28,1930
10/29/1984,1984,10,29,5263
10/30/1984,1984,10,30,3571
10/31/1984,1984,10,31,8219
11/1/1984,1984,11,1,8089
11/2/1984,1984,11,2,8039
11/3/1984,1984,11,3,8478
11/4/1984,1984,11,4,7697
11/5/1984,1984,11,5,6750
11/6/1984,1984,11,6,4622
11/7/1984,1984,11,7,6390
11/8/1984,1984,11,8,6131
11/9/1984,1984,11,9,3989
11/10/1984,1984,11,10,594
11/11/1984,1984,11,11,1714
11/12/1984,1984,11,12,3492
11/13/1984,1984,11,13,4856
11/14/1984,1984,11,14,5548
11/15/1984,1984,11,15,3463
11/16/1984,1984,11,16,914
11/17/1984,1984,11,17,850
11/18/1984,1984,11,18,1444
11/19/1984,1984,11,19,1588
11/20/1984,1984,11,20,2293
11/21/1984,1984,11,21,2106
11/22/1984,1984,11,22,3578
11/23/1984,1984,11,23,2873
11/24/1984,1984,11,24,3881
11/25/1984,1984,11,25,3355
11/26/1984,1984,11,26,1339
11/27/1984,1984,11,27,3503
11/28/1984,1984,11,28,4781
11/29/1984,1984,11,29,5281
11/30/1984,1984,11,30,4255
12/1/1984,1984,12,1,3326
12/2/1984,1984,12,2,4702
12/3/1984,1984,12,3,4640
12/4/1984,1984,12,4,4208
12/5/1984,1984,12,5,4583
12/6/1984,1984,12,6,1451
12/7/1984,1984,12,7,1408
12/8/1984,1984,12,8,3953
12/9/1984,1984,12,9,1159
12/10/1984,1984,12,10,1537
12/11/1984,1984,12,11,2261
12/12/1984,1984,12,12,2318
12/13/1984,1984,12,13,2362
12/14/1984,1984,12,14,2362
12/15/1984,1984,12,15,1868
12/16/1984,1984,12,16,940
12/17/1984,1984,12,17,770
12/18/1984,1984,12,18,1832
12/19/1984,1984,12,19,461
12/20/1984,1984,12,20,2502
12/21/1984,1984,12,21,569
12/22/1984,1984,12,22,2182
12/23/1984,1984,12,23,713
12/24/1984,1984,12,24,1134
12/25/1984,1984,12,25,1508
12/26/1984,1984,12,26,983
12/27/1984,1984,12,27,353
12/28/1984,1984,12,28,1577
12/29/1984,1984,12,29,551
12/30/1984,1984,12,30,1325
12/31/1984,1984,12,31,1408
1/1/1985,1985,1,1,3373
1/2/1985,1985,1,2,2138
1/3/1985,1985,1,3,2711
1/4/1985,1985,1,4,4410
1/5/1985,1985,1,5,2372
1/6/1985,1985,1,6,3787
1/7/1985,1985,1,7,3330
1/8/1985,1985,1,8,3355
1/9/1985,1985,1,9,3269
1/10/1985,1985,1,10,1994
1/11/1985,1985,1,11,2772
1/12/1985,1985,1,12,2707
1/13/1985,1985,1,13,2614
1/14/1985,1985,1,14,1562
1/15/1985,1985,1,15,1555
1/16/1985,1985,1,16,2743
1/17/1985,1985,1,17,3830
1/18/1985,1985,1,18,3067
1/19/1985,1985,1,19,4975
1/20/1985,1985,1,20,4842
1/21/1985,1985,1,21,3503
1/22/1985,1985,1,22,2408
1/23/1985,1985,1,23,1256
1/24/1985,1985,1,24,940
1/25/1985,1985,1,25,2891
1/26/1985,1985,1,26,4882
1/27/1985,1985,1,27,958
1/28/1985,1985,1,28,2905
1/29/1985,1985,1,29,5814
1/30/1985,1985,1,30,2189
1/31/1985,1985,1,31,4554
2/1/1985,1985,2,1,2293
2/2/1985,1985,2,2,3697
2/3/1985,1985,2,3,3802
2/4/1985,1985,2,4,5936
2/5/1985,1985,2,5,1922
2/6/1985,1985,2,6,1055
2/7/1985,1985,2,7,4788
2/8/1985,1985,2,8,6318
2/9/1985,1985,2,9,2434
2/10/1985,1985,2,10,5080
2/11/1985,1985,2,11,6278
2/12/1985,1985,2,12,6307
2/13/1985,1985,2,13,7175
2/14/1985,1985,2,14,8338
2/15/1985,1985,2,15,5155
2/16/1985,1985,2,16,8741
2/17/1985,1985,2,17,4698
2/18/1985,1985,2,18,6642
2/19/1985,1985,2,19,5285
2/20/1985,1985,2,20,7798
2/21/1985,1985,2,21,6991
2/22/1985,1985,2,22,3254
2/23/1985,1985,2,23,9569
2/24/1985,1985,2,24,2272
2/25/1985,1985,2,25,1883
2/26/1985,1985,2,26,9803
2/27/1985,1985,2,27,6325
2/28/1985,1985,2,28,9983
3/1/1985,1985,3,1,5083
3/2/1985,1985,3,2,8222
3/3/1985,1985,3,3,2203
3/4/1985,1985,3,4,5735
3/5/1985,1985,3,5,3272
3/6/1985,1985,3,6,9652
3/7/1985,1985,3,7,5742
3/8/1985,1985,3,8,2009
3/9/1985,1985,3,9,8485
3/10/1985,1985,3,10,4374
3/11/1985,1985,3,11,5782
3/12/1985,1985,3,12,8100
3/13/1985,1985,3,13,10469
3/14/1985,1985,3,14,11416
3/15/1985,1985,3,15,9590
3/16/1985,1985,3,16,10724
3/17/1985,1985,3,17,5576
3/18/1985,1985,3,18,1325
3/19/1985,1985,3,19,2290
3/20/1985,1985,3,20,2639
3/21/1985,1985,3,21,13097
3/22/1985,1985,3,22,10246
3/23/1985,1985,3,23,9605
3/24/1985,1985,3,24,3474
3/25/1985,1985,3,25,13723
3/26/1985,1985,3,26,13331
3/27/1985,1985,3,27,13824
3/28/1985,1985,3,28,7020
3/29/1985,1985,3,29,10926
3/30/1985,1985,3,30,12485
3/31/1985,1985,3,31,9486
4/1/1985,1985,4,1,14393
4/2/1985,1985,4,2,11225
4/3/1985,1985,4,3,9868
4/4/1985,1985,4,4,19372
4/5/1985,1985,4,5,19062
4/6/1985,1985,4,6,15844
4/7/1985,1985,4,7,9572
4/8/1985,1985,4,8,5785
4/9/1985,1985,4,9,14504
4/10/1985,1985,4,10,4205
4/11/1985,1985,4,11,11185
4/12/1985,1985,4,12,7769
4/13/1985,1985,4,13,12312
4/14/1985,1985,4,14,13932
4/15/1985,1985,4,15,15764
4/16/1985,1985,4,16,6005
4/17/1985,1985,4,17,7639
4/18/1985,1985,4,18,14731
4/19/1985,1985,4,19,15606
4/20/1985,1985,4,20,21276
4/21/1985,1985,4,21,22968
4/22/1985,1985,4,22,22014
4/23/1985,1985,4,23,20322
4/24/1985,1985,4,24,3618
4/25/1985,1985,4,25,12510
4/26/1985,1985,4,26,12719
4/27/1985,1985,4,27,17291
4/28/1985,1985,4,28,6368
4/29/1985,1985,4,29,13604
4/30/1985,1985,4,30,8532
5/1/1985,1985,5,1,6462
5/2/1985,1985,5,2,12712
5/3/1985,1985,5,3,10498
5/4/1985,1985,5,4,11905
5/5/1985,1985,5,5,21726
5/6/1985,1985,5,6,17971
5/7/1985,1985,5,7,12830
5/8/1985,1985,5,8,22068
5/9/1985,1985,5,9,24037
5/10/1985,1985,5,10,14897
5/11/1985,1985,5,11,16214
5/12/1985,1985,5,12,14922
5/13/1985,1985,5,13,24937
5/14/1985,1985,5,14,24559
5/15/1985,1985,5,15,12373
5/16/1985,1985,5,16,10253
5/17/1985,1985,5,17,5540
5/18/1985,1985,5,18,5580
5/19/1985,1985,5,19,16351
5/20/1985,1985,5,20,25182
5/21/1985,1985,5,21,3805
5/22/1985,1985,5,22,14526
5/23/1985,1985,5,23,15217
5/24/1985,1985,5,24,15322
5/25/1985,1985,5,25,25322
5/26/1985,1985,5,26,25124
5/27/1985,1985,5,27,27155
5/28/1985,1985,5,28,21402
5/29/1985,1985,5,29,23400
5/30/1985,1985,5,30,14537
5/31/1985,1985,5,31,6138
6/1/1985,1985,6,1,1642
6/2/1985,1985,6,2,2239
6/3/1985,1985,6,3,6347
6/4/1985,1985,6,4,27403
6/5/1985,1985,6,5,28404
6/6/1985,1985,6,6,20203
6/7/1985,1985,6,7,12506
6/8/1985,1985,6,8,10436
6/9/1985,1985,6,9,7456
6/10/1985,1985,6,10,21082
6/11/1985,1985,6,11,15192
6/12/1985,1985,6,12,21262
6/13/1985,1985,6,13,15570
6/14/1985,1985,6,14,20149
6/15/1985,1985,6,15,5728
6/16/1985,1985,6,16,10948
6/17/1985,1985,6,17,22518
6/18/1985,1985,6,18,17518
6/19/1985,1985,6,19,17845
6/20/1985,1985,6,20,13471
6/21/1985,1985,6,21,14616
6/22/1985,1985,6,22,28332
6/23/1985,1985,6,23,8708
6/24/1985,1985,6,24,3078
6/25/1985,1985,6,25,7474
6/26/1985,1985,6,26,14134
6/27/1985,1985,6,27,19001
6/28/1985,1985,6,28,17687
6/29/1985,1985,6,29,15556
6/30/1985,1985,6,30,20185
7/1/1985,1985,7,1,14605
7/2/1985,1985,7,2,12953
7/3/1985,1985,7,3,19343
7/4/1985,1985,7,4,28318
7/5/1985,1985,7,5,25056
7/6/1985,1985,7,6,20495
7/7/1985,1985,7,7,24048
7/8/1985,1985,7,8,18097
7/9/1985,1985,7,9,11185
7/10/1985,1985,7,10,12305
7/11/1985,1985,7,11,21121
7/12/1985,1985,7,12,18115
7/13/1985,1985,7,13,22010
7/14/1985,1985,7,14,24260
7/15/1985,1985,7,15,24894
7/16/1985,1985,7,16,24214
7/17/1985,1985,7,17,11794
7/18/1985,1985,7,18,22111
7/19/1985,1985,7,19,23173
7/20/1985,1985,7,20,25459
7/21/1985,1985,7,21,9904
7/22/1985,1985,7,22,17939
7/23/1985,1985,7,23,16628
7/24/1985,1985,7,24,26082
7/25/1985,1985,7,25,20668
7/26/1985,1985,7,26,27032
7/27/1985,1985,7,27,17341
7/28/1985,1985,7,28,24498
7/29/1985,1985,7,29,18346
7/30/1985,1985,7,30,12564
7/31/1985,1985,7,31,9968
8/1/1985,1985,8,1,15660
8/2/1985,1985,8,2,8669
8/3/1985,1985,8,3,25081
8/4/1985,1985,8,4,8870
8/5/1985,1985,8,5,25690
8/6/1985,1985,8,6,14976
8/7/1985,1985,8,7,2138
8/8/1985,1985,8,8,3193
8/9/1985,1985,8,9,4223
8/10/1985,1985,8,10,17921
8/11/1985,1985,8,11,9806
8/12/1985,1985,8,12,23944
8/13/1985,1985,8,13,21463
8/14/1985,1985,8,14,22331
8/15/1985,1985,8,15,23962
8/16/1985,1985,8,16,21733
8/17/1985,1985,8,17,22306
8/18/1985,1985,8,18,3838
8/19/1985,1985,8,19,18868
8/20/1985,1985,8,20,9079
8/21/1985,1985,8,21,21326
8/22/1985,1985,8,22,21697
8/23/1985,1985,8,23,12254
8/24/1985,1985,8,24,20452
8/25/1985,1985,8,25,17838
8/26/1985,1985,8,26,2491
8/27/1985,1985,8,27,5209
8/28/1985,1985,8,28,7567
8/29/1985,1985,8,29,5504
8/30/1985,1985,8,30,9061
8/31/1985,1985,8,31,18608
9/1/1985,1985,9,1,17244
9/2/1985,1985,9,2,16524
9/3/1985,1985,9,3,15095
9/4/1985,1985,9,4,10735
9/5/1985,1985,9,5,14069
9/6/1985,1985,9,6,11376
9/7/1985,1985,9,7,13046
9/8/1985,1985,9,8,9958
9/9/1985,1985,9,9,7207
9/10/1985,1985,9,10,10375
9/11/1985,1985,9,11,9745
9/12/1985,1985,9,12,12758
9/13/1985,1985,9,13,16481
9/14/1985,1985,9,14,16567
9/15/1985,1985,9,15,17381
9/16/1985,1985,9,16,4446
9/17/1985,1985,9,17,4014
9/18/1985,1985,9,18,15070
9/19/1985,1985,9,19,15678
9/20/1985,1985,9,20,14958
9/21/1985,1985,9,21,11822
9/22/1985,1985,9,22,12143
9/23/1985,1985,9,23,8471
9/24/1985,1985,9,24,12730
9/25/1985,1985,9,25,7373
9/26/1985,1985,9,26,9317
9/27/1985,1985,9,27,13345
9/28/1985,1985,9,28,4057
9/29/1985,1985,9,29,11632
9/30/1985,1985,9,30,5292
10/1/1985,1985,10,1,10958
10/2/1985,1985,10,2,11934
10/3/1985,1985,10,3,11344
10/4/1985,1985,10,4,12035
10/5/1985,1985,10,5,11873
10/6/1985,1985,10,6,11120
10/7/1985,1985,10,7,2761
10/8/1985,1985,10,8,9040
10/9/1985,1985,10,9,3150
10/10/1985,1985,10,10,5299
10/11/1985,1985,10,11,3863
10/12/1985,1985,10,12,11981
10/13/1985,1985,10,13,4802
10/14/1985,1985,10,14,5170
10/15/1985,1985,10,15,4198
10/16/1985,1985,10,16,3650
10/17/1985,1985,10,17,2520
10/18/1985,1985,10,18,2045
10/19/1985,1985,10,19,3283
10/20/1985,1985,10,20,2729
10/21/1985,1985,10,21,4853
10/22/1985,1985,10,22,3294
10/23/1985,1985,10,23,4579
10/24/1985,1985,10,24,2351
10/25/1985,1985,10,25,1544
10/26/1985,1985,10,26,7085
10/27/1985,1985,10,27,8460
10/28/1985,1985,10,28,1184
10/29/1985,1985,10,29,5296
10/30/1985,1985,10,30,5623
10/31/1985,1985,10,31,1638
11/1/1985,1985,11,1,4064
11/2/1985,1985,11,2,3870
11/3/1985,1985,11,3,7006
11/4/1985,1985,11,4,5022
11/5/1985,1985,11,5,3110
11/6/1985,1985,11,6,6732
11/7/1985,1985,11,7,5382
11/8/1985,1985,11,8,5386
11/9/1985,1985,11,9,3359
11/10/1985,1985,11,10,3589
11/11/1985,1985,11,11,6725
11/12/1985,1985,11,12,4968
11/13/1985,1985,11,13,475
11/14/1985,1985,11,14,702
11/15/1985,1985,11,15,3218
11/16/1985,1985,11,16,4496
11/17/1985,1985,11,17,2131
11/18/1985,1985,11,18,2506
11/19/1985,1985,11,19,1091
11/20/1985,1985,11,20,1537
11/21/1985,1985,11,21,1022
11/22/1985,1985,11,22,1058
11/23/1985,1985,11,23,572
11/24/1985,1985,11,24,486
11/25/1985,1985,11,25,1076
11/26/1985,1985,11,26,3679
11/27/1985,1985,11,27,4428
11/28/1985,1985,11,28,3503
11/29/1985,1985,11,29,4525
11/30/1985,1985,11,30,3100
12/1/1985,1985,12,1,2369
12/2/1985,1985,12,2,785
12/3/1985,1985,12,3,3834
12/4/1985,1985,12,4,2110
12/5/1985,1985,12,5,3683
12/6/1985,1985,12,6,2570
12/7/1985,1985,12,7,2552
12/8/1985,1985,12,8,1958
12/9/1985,1985,12,9,1303
12/10/1985,1985,12,10,850
12/11/1985,1985,12,11,1616
12/12/1985,1985,12,12,313
12/13/1985,1985,12,13,594
12/14/1985,1985,12,14,1372
12/15/1985,1985,12,15,824
12/16/1985,1985,12,16,1134
12/17/1985,1985,12,17,1001
12/18/1985,1985,12,18,2707
12/19/1985,1985,12,19,1271
12/20/1985,1985,12,20,1418
12/21/1985,1985,12,21,2052
12/22/1985,1985,12,22,3420
12/23/1985,1985,12,23,3244
12/24/1985,1985,12,24,3398
12/25/1985,1985,12,25,3784
12/26/1985,1985,12,26,1397
12/27/1985,1985,12,27,2840
12/28/1985,1985,12,28,3006
12/29/1985,1985,12,29,1159
12/30/1985,1985,12,30,1260
12/31/1985,1985,12,31,914
1/1/1986,1986,1,1,1393
1/2/1986,1986,1,2,2743
1/3/1986,1986,1,3,2160
1/4/1986,1986,1,4,1127
1/5/1986,1986,1,5,2844
1/6/1986,1986,1,6,3593
1/7/1986,1986,1,7,2016
1/8/1986,1986,1,8,842
1/9/1986,1986,1,9,2398
1/10/1986,1986,1,10,3481
1/11/1986,1986,1,11,1490
1/12/1986,1986,1,12,2023
1/13/1986,1986,1,13,2045
1/14/1986,1986,1,14,1692
1/15/1986,1986,1,15,997
1/16/1986,1986,1,16,2642
1/17/1986,1986,1,17,1998
1/18/1986,1986,1,18,3434
1/19/1986,1986,1,19,2480
1/20/1986,1986,1,20,5663
1/21/1986,1986,1,21,5555
1/22/1986,1986,1,22,4255
1/23/1986,1986,1,23,3769
1/24/1986,1986,1,24,1678
1/25/1986,1986,1,25,2099
1/26/1986,1986,1,26,5177
1/27/1986,1986,1,27,3427
1/28/1986,1986,1,28,6649
1/29/1986,1986,1,29,6131
1/30/1986,1986,1,30,4338
1/31/1986,1986,1,31,878
2/1/1986,1986,2,1,1832
2/2/1986,1986,2,2,1537
2/3/1986,1986,2,3,3697
2/4/1986,1986,2,4,4867
2/5/1986,1986,2,5,6228
2/6/1986,1986,2,6,5760
2/7/1986,1986,2,7,6444
2/8/1986,1986,2,8,6480
2/9/1986,1986,2,9,2045
2/10/1986,1986,2,10,1112
2/11/1986,1986,2,11,4946
2/12/1986,1986,2,12,4374
2/13/1986,1986,2,13,2970
2/14/1986,1986,2,14,4687
2/15/1986,1986,2,15,3841
2/16/1986,1986,2,16,1220
2/17/1986,1986,2,17,3319
2/18/1986,1986,2,18,1602
2/19/1986,1986,2,19,727
2/20/1986,1986,2,20,1721
2/21/1986,1986,2,21,8165
2/22/1986,1986,2,22,4561
2/23/1986,1986,2,23,3974
2/24/1986,1986,2,24,7596
2/25/1986,1986,2,25,5807
2/26/1986,1986,2,26,9209
2/27/1986,1986,2,27,9054
2/28/1986,1986,2,28,11297
3/1/1986,1986,3,1,9580
3/2/1986,1986,3,2,1944
3/3/1986,1986,3,3,3481
3/4/1986,1986,3,4,8489
3/5/1986,1986,3,5,4381
3/6/1986,1986,3,6,10670
3/7/1986,1986,3,7,5159
3/8/1986,1986,3,8,1087
3/9/1986,1986,3,9,2149
3/10/1986,1986,3,10,2617
3/11/1986,1986,3,11,4813
3/12/1986,1986,3,12,4518
3/13/1986,1986,3,13,7218
3/14/1986,1986,3,14,2347
3/15/1986,1986,3,15,3575
3/16/1986,1986,3,16,4018
3/17/1986,1986,3,17,11534
3/18/1986,1986,3,18,13943
3/19/1986,1986,3,19,14303
3/20/1986,1986,3,20,5238
3/21/1986,1986,3,21,11952
3/22/1986,1986,3,22,12352
3/23/1986,1986,3,23,10937
3/24/1986,1986,3,24,10138
3/25/1986,1986,3,25,7528
3/26/1986,1986,3,26,15394
3/27/1986,1986,3,27,16988
3/28/1986,1986,3,28,13226
3/29/1986,1986,3,29,2509
3/30/1986,1986,3,30,6746
3/31/1986,1986,3,31,13025
4/1/1986,1986,4,1,12290
4/2/1986,1986,4,2,16006
4/3/1986,1986,4,3,16006
4/4/1986,1986,4,4,1177
